,Text,Emotion
96842,الله يبيض وجهك اخوي عيسى  ماقصرت,JOY
96911,شباب ما كان قصدي نستخدم الكلمات الأولى في العبارة هذي اللي عطيتكم كمثال أعرف أنها ما تصلح وبعد تو لازم فعل أنا أقصد ابي شيء يناسب الجملة ولا يمت لهذه الكلمات بصلة وشكرا على التفاعل أعجبتني عبارتين إضافيتين هنا أيضا,SURPRISE
96941,بالنسبة لـ اللاتيك فهو عباره عن لغه تتعلمها مجموعه من الأوامر كل أمر يسوي لك شي ويتم تنفيذه بشكل اوتوماتيكي صراحه انا كنت اشوفه معقد لكن بعد ما استخدمته لقيت انه خلا حياتي أفضل خصوصا عند التعامل مع الرموز الرياضية والمعادلات والبرمجه والخوارزميات وتنسيق المحتوى والفهرسه والمراجع والصور والخ بصراحه احسن من برنامج الورد الغبي اللي يفرض عليك حاجات انت ما تبغاها وصعب انك تعدلها,ANGER
96954,عايدي يتم الاستعانه بالخبراء العرب في كل المجالات ما ادري وش الاعتراض والا خلاص عشان بلدنا مانبي وظيفه لأي أحد أجنبي بعدين الرازق الله وكل واحد رزقه مكتوب,DISGUST
96971,مشكورين ما قصرتم,JOY
97003,الله يعطيكم العافيه ماقصرتوا,JOY
97159,مشكور أخ فهد انا خلفيتي جيده الى ممتاز تقريبا الحمد لله بس ابي مرجع عشان أكون ممتمكنة وبقوة في رسالة الماجستير واللي راح تفيدني أيضا في الدكتوراه هذا القروب يستحق كل التقدير والاحترام,JOY
97213,اخوي انا ابغ اسأل للجي ار اي اخوي وليس للدكتوراه لكن مشكور لمشاركتك,JOY
97219,مشكورين يا اخوان طيب كيف اقدم في كابلن حق جامعة اريزونا سامحوني انا ماجستيري من بريطانيا فخلفيتي في النظام الأمريكي جدا ضعيفه,JOY
97254,شكرا لكم جميعا لاثرائكم بتجاربكم والتي يستفاد منها بكل تأكيد ولا شك اننا سنتفيد من أي تجربة مضافة هنا بعض النقاط الخصها من التجارب المطروحة من قبل اصحابها مشكورين واتمنى تصحيحها في حال وجود اخطا او سوء فهم الصرف لمدة ست اشهر حتى وان كنت بدون دراسة ما بين المرحلتين و يمكن الذهاب للسعودية وسوف يستمر الصرف حسب الحظ واعتقد ان الملحقية لا تعطيك تذكرة وبالنسبة للتأجيل فإن الصرف سوف يقطع لا اعلم بخصوص صرف تذكره وليس هناك داع لمباشرة العمل ولا يوجد مانع لدى جهة العمل اي مانع في عدم مباشرتك سواء بالتاجيل او بدون تاجيل ولكنها سوف تحتسب من مدة البعثة أيضا في خيار اخر يمكن البقاء في استراليا طالما وجدت فيزا ولكن لا أعلم في حال عدم وجود فيزا هل يمكن التقدم على احد البرامج ويتم تغطيتها من قبل الملحقية او لا وهل الملحقية تستمر بالصرف,JOY
97303,الله يسهلها دعواتكم ومشكورين,JOY
97350,مشكورين يعطيكم العافيه ماقصرتوا,JOY
97355,زوجي جدد جوازه عن طريق سفارة واشنطن من سنة تقريبا وقتها كنا في واشنطن فكانت الاجراءات اسهل الان انا في شيكاغو ومتخوفة ارسل الاوراق لهيوسن وتضيع واضطر اسويها تاني للاسف ارقامهم ما يردوا عليها ابدا عشان كدا قلت اسال اذا احد عمل التجديد عندهم بالنسبة لي التمديد مو خيار لاني عملت تمديد قبل وقرب ينتهي فالمفروض حاليا اصدار جواز جديد,FEAR
97499,عزيزتي صاحبة الموضوع كان الله في عونك و عوننا نفس المعاناة معظمنا يعيشها سواء من الناحية الأسرية أو المعنوية أو المادية أما بالنسبة للأشخاص الي ضايقتك ردودهم فليس من الضروري أن تكون ظروفهم المادية جيدة ولكنهم أناس اعتادوا على التطبيل الاخ محمد خالد حتى لو القوانين اختلفت فهناك بعض التخصصات التي ليس لديها من الأساس درجة الدكتوراة,SADNESS
97501,سبحان الله شئ عجيب أصبح التحدث بصراحه و واقعيه يسمونه تحلطم المشكله الحقيقه هي عدم مواجهه الوضع و إتخاذ وضعية النعام نريد قرارت فوريه و جريئه لأن هنالك مشكله بالفعل و الأخت نورا لم تذكر كل شئ لأسباب أشعر بها كلامي موجه إلى ذلك القيادي الذي يراعي الشخص الأعلى منه و يسعى في نيل رضاء جنابه بعدم احداث أي تغيير اضف إلى ذلك مبدأ اذا لم تكن معي فأنت ضدي المتوغل في صدورهم نريد أشخاص مبادرين كفاكم مسحآ للجوخ و تحدثوا بصراحه الابتعاث خصوصا لطلبة الدراسات العليا مضيعه لوقتهم و لجهدهم من منا لا يسعى الى الأمان المادي بكل شفافيه هو سبب وجودنا جميعا ها هنا خسرنا الكثير ليس ماديا فقط بل على جوانب أخرى يصعب ذكرها لأنها خارج نطاق الفهم لبعض من يقرأ لدي مثال و هو من عشرات الأمثله لواقعنا  هل يعقل مساواة طالب بكالوريوس عمره سنه مسئول عن نفسه و في بداية حياته مع كامل احترامي لهم مع طالب ماجستير أو دكتوراه لديه العديد من المسئوليات الأسريه و خصوصا مع وجود الأبناء على الأقل ضع احترام للدرجه العلميه  ما لكم كيف تحكمون,FEAR
97634,أعجبني تساؤلك وهو منطقي فبالتأكيد في حالة عدم ابتعاث المعيدات ستصبح الفوارق كبيرة بين الجنسين وهذا سيؤثر على التعليم بشكل عام تحياتي,SURPRISE
97661,أخ ماجد الموضوع عميق وكل الاراء يمكن تفنيدها بأسباب واضحة وحقيقية لا أظن اتهام الرأي الاخر بالغباء والهبل سيجعلنا نفهم الموضوع اكثر تحياتي,SURPRISE
97673,كلنا درسنا في جامعات السعودية وجامعات دول الابتعاث بصراحة كمادة علمية فالاتنين في نفس المستوى الفرق الوحيد هوا انه في الابتعاث بتبدا تتعلم تعتمد على نفسك يعني برنامج الماجستير المقدم من القسم في جامعتي مطابق تماما لبرنامج الماجستير اللي اخدته في بريطانيا بالعكس في السعودية كان في موديول اكتر وكان متوفر بشكل دوام جزئي عشان الناس اللي بتشتغل يعني كل الاساتذة اللي في الجامعة متخرجين من امريكا وبريطانيا والمانيا واغلبهم مهيايين انهم يوفرو برامج للدراسات العليا للمعيدين الجدد بس هي عقدة الخواجة ان لازم الشهادة تكون من برة انا ضد الاكراه للمعيدين او المعيدات لازم يكون في يعني الاختيار الاول الابتعاث والاختيار الثاني ابتعاث داخلي او نظام الاشراف المشترك زي اللي عندنا في جامعة الملك عبد العزيز نظام انه يكون عندك مشرف من السعودية ومشرف من بريطانيا او فرنسا او امريكا و من الوقت شغلك في السعودية وتروح شهر او شهرين في السنة في الدولة الاخري البنات عندهم القوة انهم يتحملو السفر والدراسة والاولاد المشكلة مش فيهم المشكلة في ا الرواتب المخصصة للمبتعثين خاصة المتزوجين وعندهم اولاد غير كافية وطبعا بتفرق من بلد لبلد فمن غير العدل ان يتساوي طالب امريكا ببريطانيا بالمانيا وبماليزيا ب مافي اي مساعدات ليها يعني اوقات الزوج ما يقدر يجي عشان شغله فكل المسؤوليات عليها واوقات الزوج موجود بس وجوده زي عدمه لانه ما يساعدمع الاولاد انا ما باعمم في ناس كويسة بس في مجموعة مقضية طول اليوم القهاوي لا بتجيب اولاد من مدرسة ولا تساعد في شغل البيت ولا يحزنون,SADNESS
97775,للأمانة لم أواجه إهانة عنصريه واحدة خلال فترة الأربع أعوام وكذلك زوجتي لا أعلم عن القضايا الاخرى ولكن قضية المرحوم القاضي كانت قضية سرقة مسلحة ولكن انا مع زيادة مخصصات العائلات وخاصة تكاليف الحضانة نقطة اخيرة لا بد ان نضع في نصب اعيننا ان عددنا يقترب من الربع مليون في أنحاء العالم الحوادث الحزينة بهذا العدد القليل امر حتمي للأسف تحياتي,SADNESS
97835,قرار إيقاف ترقية البعثة ياطلبة العلم قرار حكيم حتى تسطيع الوزارة التأكد من مناسبة التخصص الي حصل عليه الشخص في الدراسات العليا ﻻحتياج البلد وهذا راح ياخذ وقت ماهو بسيط يلزم معه إنهاء بعثة الطالب وعودته لوطنه والخدمة فيه لبعض الوقت حتى تأتيه الموافقة أو ﻻ تأتي المسألة نصيب وأرزاق يقسمها رب العباد وحده اللهم إهدي طﻻب الوزارة و الموظفين المبتعثين حتى يحسبونها صح و ﻻيطالبون بحقوقهم ويستحون على دمهم فالدولة ماقصرت معهم,JOY
97890,وعليكم السلام ورحمة الله وبركاته مشكور اخوي عيسى على الملاحظه وايضا اضيف الى كلامك انه يجب علينا ان نراعي الله فيما نكتب للاسف تجد في كثير من المواضيع في الفيس بوك من يتبادلون الاساءات والسبب قد يكون اختلاف في الاراء فدورنا ان نتجنب تبادل العبارات المسيئه والجدال عقيم ونراعي اداب الحوار وليس كل من لايوافقنا الراي يكون عدوا هذه مجرد مشاركه لا اقصد فيها احد بعينه وانما مجرد تعليق,JOY
97905,ردود البعض عجيبة جزيت خيرا يا أخ عيسى اقتراح جميل وإن كنت لا أتوقع حدوثه تحياتي لك ولرحابك صدرك,FEAR
97941,شكلي كتبت نكتة ماهو بسؤال,JOY
97944,اشكرك على اهتمامك انا ابحث عن قبول ماستر ووجدت تخصصي في جامعة نيوكاسل واود معرفة طريقة التقديم وكيفية التحصل على قبول مشكور وجزاك الله خير,JOY
97997,ماقصرت يبوفهد والجميع لاحرمتم الأجر,JOY
98008,سهولة التواصل وسرعة الرد على الاستفسارات,SURPRISE
98009,ايوة مهم كلمة خرج طلبة سعودين لان اختي حظها طيحها في دكتور عنده طلبة سعودين وما احد اتخرج منهم وترا في سعودين كتير ممكن يقولو الدكتور كويس عشان خايفين ان الطالب الجديد يقول انهم بيقولو انه مو كويس عشان بس ما يجي اي احد جديد يعملهم زحمه,FEAR
98018,أوافق الأخت بسمة في كل النقاط الا اسرائيل و على العموم هذي مسالة فيها اخذ و عطى من الجانب الأكاديمي ولكن من الجانب الديني و الإنساني فلا اعتقد ان احد فينا ما يكرة الكيان الصهيوني نرجع لسؤال المشرف الجيد المشرف الجيد هو من يقرا كل مايقدم له الطالب و يستجيب بدقة و بسرعة و يعامل الطالب على انه إنسان وليس رقم و ايضا ان يكون المشرف صبور جدا لأننا في طور تعلم و في كثير من الأحيان يكون عندنا اجتهادات مخجلة خاصة في بداية الطريق و بقية النقاط طرحتها مشكورة الأخت بسمة مثل ان يكون لدية أبحاث منشورة كثيرة و ايضا في دوريات مرموقة و نقطة اخيرة هي ان لايكون لدية طلبة سعوديين وهذا ما أشارت آليه ايضا الأخت بسمة بحكم تجربتي الشخصية في الماجستير كان مشرفي يشرف على طلبة سعوديين و لمست انه لم يكن يأخذني على محمل الجد و احيان يلخبط بيني وبين السعوديين الآخرين و لكن في الدكتوراه وجدت ان طلبة مشرفي كلهم أوربيين و آسيويين و لمست انه يعاملني مثلهم مما أنعكس على أدائي والله اعلم,JOY
98049,مشكور أخي على الرابط المفيد مع التنبيه انه المحتوى ينطبق على أمريكا حسب الرابط وهذا يؤيد ما ذكرته سابقا من اختلاف المسميات ودرجاتها باختلاف الدول حتى المتقدمة منها فما بالك بالسعوديه,JOY
98104,ياخي قولوا ماراح نعوضك وإنتهينا مشرفك قسم بالله يستهبل,SURPRISE
98127,لكل شخص نصيب ورزق كتبه الله له لا تقنطوا الرازق سبحانه وتعالى,DISGUST
98176,الله يعين على عمار محمد  مستحيل يمر الطلب من عنده بسهولة  اسهل شي يسويه هو رفض الطلب او إعادته للطالب بدون الاطلاع على محتوياته  قسما بالله رجع لي طلب مكتمل المستندات ويطلب مني نفس اللي أنا أرفقته,SURPRISE
98301,مشكورين يا أخوان كثير المشكلة في بعض الكتب جدا صعب الحصول عليها من النت الا بشرائها,JOY
98329,هههههههههههههههههه أعجبتني اخر كلمة,SURPRISE
98348,جزاكم الله الف خير ماقصرتو باليت الخطوة الثانية محاولة الوصول الى بعض البرامج والأفضل ياهلا,JOY
98397,ويجزاك الجنه مشكور,JOY
98446,مشكور يا غريب الله يحميها في مسيرها وتوصل حساباتنا سالمة,JOY
98478,اعتقد مبتعثي القطاعات العسكريه استلموا الراتبين بالاضافه الى المكافئتين,ANGER
98541,الجامعات الثانية تقول العكس شي عجيب,FEAR
98555,أخي حمد للتوضيح قمت بعرض اسئلتك على فريق العمل وقررنا عدم عرضها لانها خارجة عن نطاق محاور اللقاء وهيا الحديث عن سبل النجاح والفرص الوظيفية ودور الطالب المبتعث في تعزيز التنمية في المملكة العربية السعودية الاستفسارات الخاصة بالمكرمة لها منبرها ومكانها والدكتور سعد ليس المسؤول عن صرف المكرمة الكثير تضرر من القرارات التي اصدرتها وزارة المالية وانا متفهم انك متضايق من هذا القرار ولكن ما حتستفيد شيء بتسليط اللوم والتهجم علينا لاننا ما عرضنا سؤالك بخصوص تعليقك انه المعد كاش وما يحتاج دراهم فاقول الله يسامحك أنا والمعد وجميع فريق العمل زملاء لك ونعمل في القطاع الاكاديمي وحالنا مثل بعض جزاك الله خير,SADNESS
98556,انا اتقدم لك ولاحبابي ولاخي رئيس النادي بالاعتذار منك شخصيا  وانا اسف ياغالي وارجو تقبل عذري واما بخصوص انك كاش يارب تكون اغني الناس وكنت والله مزحه وطرفه حديث ولا اقصد بها اهانه ولا جرح مشاعر والله يعلم يذلك اخوي الغالي انا حاولت مابوسعي لاجل الوصول للدكتور وكذلك عن سكوته العجيب وصمته المبهر وخصوصا انه كان هو من قال ستصرف الرواتب لكم وبعدها اختفاء الصوت بالاخير اوضح لنا ذلك اقدم اعتذارلك وارجو المعذره ياشهم,FEAR
98595,مقال رائع وفعلا في الصميم للأسف سياسية تكريه الموظفين بمرجعياتهم فقط,ANGER
98630,ماقصرت الحكومة خلاص من إلى ضخوا فيه ميزانيات دول والكرة الآن في ملعب المواطن,JOY
98637,والله شي عجيب  لكن حسبي الله لو هالشي بينعكس سلبي  لانه لو بيضيقو علينا ليه من الأساس طلعونا ابتعاث بالاكراه من مبدأ لو ماتطلعي اما الفصل ولا التحويل الاداري ولما نطلب ايتعاث داخلي ينرفض ولما نطلب ابتعاث لدوله عربيه قريبه ينرفض والحين بعد ماطلعنا وتحملنا كل شي يجيون يضيقون علينا بامور ماندري عن عاقبتها  لاحول ولا قوه الا بالله,FEAR
98639,تم الغاء الاجراء وعلى الراغبين في الترقيه التواصل مع الوزارة مباشرة,ANGER
98724,الله يبارك فيكم وعقبالكم ان شاءالله أشكركم جميعا على ردودكم كما اقترح البعض بتصغير حجم الملف فقد قمت بتصغير حجم الملف ولكن نفس المشكلة وبالنسبة لرفع الملف من خارج السعودية او داخلها نفس المشكلة مازالت انا الان في السعودية ومازالت المشكلة قائمة عن تحميل الملف يحمل وفجأة لا يوجد اي ملف محمل,JOY
98768,ماصارلي اي مشاكل معاها قبل كذا بس عملتلي هولد لاني ماعملت سكان للدرجات,SURPRISE
98837,في مدارس رائدة تستخزم اللغة الفصحى و يعاقب المدرس على اجابة الطالب باللغة بالعامية لكن رسومها غالية جدا على متوسط الشعب و دائما هذه المدارس تنافس على الأوائل في المملكة من ماحية جودة التدريس السؤال هنا لماذا لا تكون هذه القياسات معممة على جميع المدارس الحكومية لأن ثمرة الفصحى على تلقي المعلومات مهم طبعا العجيب منهاهجنا فصحى و المدرس يشرح بالعامية يتخرج الطالب من الثانوية يدخل الجامعة مناهج بالانجليزي و المدرس يشرح عربي يجيك اعوجاج في المخ,FEAR
98902,هيا مجازفة وعادتا يختارون عشوائي مع احد طلع فيزا من دول غير اللي طلع منها عادتا اللي يدققوا اكثر ألمانيا وهولندا,SURPRISE
98921,مشكورين وجزاكم الله خير,JOY
98981,يعطيكم العافية ماقصرتوا,JOY
99028,اذا ننتظر تجارب الاخرين عشان نطبقها هنا يوجد مشكلة دام النظام الي عشته خلال هالكم سنة ممتاز وتشوف انه حقق المطلوب علميا ليش ماتتحمس بتطبيقة وتهيئة كل الفرص لتحقيقه ولاتتضايق من انتقاد البعض لك بخصوص التعليم عن طريق الشبكات لان طريقه طرحك له كأنه شي خاص في دولتنا مع انه معمول فيه في امريكا وبكثرة,SADNESS
99036,للاسف ماعندنا قوانين صارمه ضد ال ولا عندنا اهتمام بالكتابه الاكاديميه ولا عندنا احترام للحقوق الفكريه قد ما اعلم قد ما اطالب قد ما احاول اوصل النقطه ذي لطالباتي ابدا ما توصل في امور ما تمشي للاسف الا بعقاب صارم وقوانين واضحه بس اتوقع اساس المشكله يكمن في انهم ما تعلمو في حياتهم اش يعني كتابة بحث للاسف سنين ندرس مادة الانشاء في المدارس ولا قدرنا نستغلها في شي مفيد ونعلم الطلاب اسس البحث الشي الثاني ويمكن الشي ذا يكون خاص بجامعتي او قسمي ما عندنا مادة تهتم باسس البحث و الكتابه الاكاديميه او انها موجوده لكن مهمشه ولا تدرس على النحو الصحيح,ANGER
99092,مشكور عالمجهود اخوي ولكن اعتقد من الاولى ان يكون هذا المجهود فيه شي فيه مصلحة للجميع من حيث الاستمراية فمثلا تعديل السلم الوظيفي  صرف بدل الندرة  دعم الابحاث المنشورة و القائمة تطول لا اقلل من مجهودك ولكن لو نظرنا نظرة بسيطة على الجامعات التي صرفت ستجدها اقل من ربع القائمة الطويلة الموفقة بالصورة بمعنى انه ابسط شي تقوم به وزارة المالية ان لم تستجب لمطالباتكم التي اقول ربما انها وصلت  بطلب من الجامعات التي صرفت باستردادها عن طريق عدم صرف مرتبات الموظفين المبتعثين لاشهر قادمة اشكرك مرة ثانية على مجهودك واتمنى للجميع التوفيق,JOY
99163,تناقض عجيب,FEAR
99196,مشكور اخوي سعد  هل تقصد فعلا اشهر,JOY
99214,الله يعطيكم العافيه يارب ماقصرتو اضم صوتي لصوتك اخوي عزيز ايش يصير على برنامج اللغه وخصوصا انه راح يتغير المشرف,JOY
99236,مشكور اخوي عالتوضيح بس مش كل الجامعات اضمن للواحد يعادل مايدري تجنبا للمشاكل مستقبلا,JOY
99248,ابويزيد اللي اعرفه ان ال تطبيق بحزمة من المكتبات الاحصائية والتطبيق مدفوع والسبورت حقهم مدفوع زي حزمة ال لكن ال بينما ال لا اتوقع ان ماجد يقصد البرنسبلز الاساسية للعمليات الاحصائية عشان ممكن بعدها يسهل عليه فهم مخرجات ال او ال او اي حزمة تطبيقية اخرى,SADNESS
99254,مشكور اخوي محمد,JOY
99317,مشكورين ويعطيكم العافية,JOY
99340,كانوا لا يتناهون عن منكر فعلوه  لبئس ما كانوا يفعلون عن نفسي انتقادي للسلبيات التي افرزها الابتعاث تنطلق من مبدأ هذه الايه لايمكن حجب الشمس بالكف إن كان هناك فئه طيبه نفخر بها عكفت على النهل من علوم القوم كما هو الهدف الرئيس من الابتعاث إلا أن هناك فئة لها ثقل لايمكن تجاهله قد حادت عن الطريق نسأل الله لهم الهدايه قصصهم تحز في النفس لكني ألوم الاهل بالدرجة الأولى لأنهم لم يغرسوا في ابنائهم مايجعلهم يصمدون أمام فتنه الثقافه المفتوحه والأدهى من أتى بابنته اخته أو زوجته وتركها للغربه وذهب أشفق عليهن لأنهن في تحد صعب بجانب مهمتهن الدراسيه ليس من باب مراقبه الآخر ولا من باب النقد لأجل النقد ولكني والله وقفت على قصص جعلتني ميقنه بأن هناك من سيحمل هذا الفكر ويعود به لأبناء البلد وللمعلوميه ليسوا كلهم من صغار السن هناك أيضا الأكاديميون ومن في مستواهم من القطاعات الاخرى نسأل الله أن يحفظ بلادنا من الفتن,SADNESS
99390,مشكورة على التعزيز هههههه,JOY
99452,تسلم اخوي نايف ماقصرت,JOY
99508,والله محروق قهر من الانظمه الخايسه هذه,SADNESS
99514,في أمريكا أي تمديد يحرمك من المكافآت والمميزات اللي يقول غير صحيح فهم يتكلمون عن دول أخرى والعجيب في الأمر أن أمريكا معروف الدكتوراه فيها سنوات وإذا كنت شاد على نفسك يمكن تخلص في سنوات لأن الدكتوراه دراسة مواد ثم اختبار شامل ثم رسالة دكتوراه بخلاف النظام الأوروبي والاسترالي اللي يعتمد على الرسالة بشكل عام,FEAR
99515,نظام سنوات ضحك على الدقون الاصل التمديد هي فقط اشغال الوزارة والمرجع والمبتعث بامور اداريه عقيمة جدا سنوات قابلة للتمديد اللي رايح جامعة تاليف في جزيرة الوقواق اشدخل اغلب الطلاب يتوهقون بالنظام الاهبل هذا حتى بريطانيا الآن تاخذها في سنوات في التخصصات التقنية والهندسة يعين الله مييسر الأمور بس,SURPRISE
99583,ينصر دينك يالغالي مشكور جدا اتصل عليهم اليوم ومشكورين يالغالين جميعا,JOY
99721,الله يجزاكم خير جميعا ماقصرتوا بشوف ان شاءالله اللي يناسب صراحة افكاركم واقتراحاتكم وخدماتكم مثرية جدا شكرا جميعا,JOY
99824,كم نود ان يكون نقاشنا موضوعيا يستهدف الأفكار والموضوعات بدون شخصنة او تجريح للأشخاص,ANGER
99851,اشكركم بعنف يامحمد وسامي ماقصرتو لنكن يدا واحده,JOY
99852,الجهات العسكريه صرفت لموظفيها,ANGER
99880,ألف شكر لك لك أخي محمد السلمي جهد مشكور لك ولمن معك لا ننس الدعاء والتضرع لله في إنصافنا وإرجاع الحق لنا فهو المعين وعليه التكلان,JOY
99912,طبعا مشكورين على مجهود من ساهم في رفع صوتنا للإعلام و ياليت أي خطاب قبل أن ينشر أن يتم طرحه للجميع للتعديل و المساهمة أقصد الخطاب نفسه المعد للنشر من أعطى تحليله الناقد يشكر عليه حتى نتعلم من اخطائنا وهذا لا ينتقص من المساهمين في اعداد و نشر الخطابات بأي شيء فهم خيرا للجماعه من غيرهم من اللي ما لهم مساهمة مفيدة,JOY
99972,يامن يخنق العساف بازدواجيته الي يقول عنها مدري هو جرب الغبن والقهر مالت عليهم وع فلوسهم الي نشبوها بحلوقنا,SADNESS
99985,لاتقهرني واذا صار عندنا شي قالو راجعو جهة عملكم لازم موافقتها يعني مانتساوئ المفترض بس خلونا نعرض هالقضيه لداود الضريان وشرايكم,SADNESS
100095,لا أتوقع ذلك التأثير الكبير كثير من المحاولات سبقت هذه بلا فائدة الشئ الذي يحز في النفس هو أنك تبتعث وتجتهد و تبذل الغالي والرخيص من اجل الابتعاث ثم تعامل بهذه الطريقة لذلك لا ألوم من يعود وليس له اقل رغبة في تقديم اي جهد اضافي للجامعة بل حتى التوجه الى القطاع الخاص أو القطاعات التي تقدر العمل فعلا,SADNESS
100108,جهد مشكور واقترح اما خطاب رسمي يوقع المتضررين عليه او كما اقترح الكتور عبده تحقيق صحفي,JOY
100119,المحزن في قضايا المبتعثين ان خمسة يتحركون وستون ألفا ينتظرون الغنائم,SADNESS
100224,الغريب في الأمر قد صرفت جامعه الطائف المكرمه السابقه للمبتعثين في عهد المرحوم الملك عبدالله أما بالنسبه للترقيه لمحاضر كلمه حق الجامعه حاليا ترقي للمحاضر بدون مباشره وبالنسبه لهذا الخبر أحززنني كثيرا خصوصا أن الطائف المتحدث الرسمي فيه,SADNESS
100228,ابشرك ياامولة جامعة الطائف ماشاء الله متصدره في الخصم اما حقوقك الين تطلع عينك مايعطوك خصمولي على يوم كان تفرغ و مرضي قبل شهور يعني العام كيف اثبتلهم انه عندي تفرغ بالاضافه لانه كانت عندنا سكرتيرة وماكنت اعرف انه فيه توقيع طبعا مو كل الاقسام يوقعواورفعت علي غياب اسبوع من غير ماتسالني اتوقع حيخصموا وماحقدر اثبت ومره رفعوا غياب وانا محاضرتي كانت في قروى الله يفرج همنا بس من جد ليتني غبت على كيفي وانا كنت حامل وتعبانه احضر وفي النهاية الراتب ينخصم يالهبل,SURPRISE
100245,زوجي مبتعث من هالجامعة وقالوا له مافيه صرف بس لازم ترفعون خطاب موحد للديوان الملكي وديوان المظالم مو على كيف الجامعة تفسر الامر الملكي بهواهم عمرهم ما راح يفسرونه لصالح الموظف ابدا وبعدين انتم تاخذون هنا نصف راتبكم كموظفين وفي السعودية النصف الثاني يعني مجموع ما سوف ينزل لكم هو راتب واحد مرتين كيف مدير المالية يفسرها على انها ازدواجية وبعدين الان تقريبا جامعة صرفت لمبتعثيها  هل معقولة مدير مالي كلهم فهموا الامر الملكي غلط  ومدير المالية في الامام هو الوحيد اللي فهمه صح ياخي محتاجين راتبنا عندنا مسؤوليات واولاد المكأفاة وش تسوي  وكيف تقارنون دبل راتبين بدبل مكافأتين المكاافأة هنا مجرد نصف الراتب ناقس منه كل البدلات ومأخوذ منه التقاعد يخي مقهورة وزوجي ذابحته الكرامة مايبي يتكلم قهر والله والله لو تسألون طفل في اول ابتدائي ليحس انها ما هي عدل ابدا,SADNESS
100325,الف الف مبروك الله يهنيكم فيها يارب وعقبال الباقين ان شاء الله,JOY
100372,نصف راتبين يستهبلون هذي مكرمة يعني الراتب مفروض كامل مفروض,SURPRISE
100443,بغض النظر اعجاب او كره والله محد متصور حجم المعاناة النفسية اللي يعانونها البنات سواء بنت او متزوجة طبعا ماعرفت تعريف كلمة الجنون الا لما وحدة لما كنت بفلوريدا كلمت الشرطة علي بسوبر ماركت محطة البنزين بحاسب بس مدري حسيت بعد هالتصرف انها درق ديلر مع ان شكلها عادي مب مبين والله متهمتني اني قتلت خويها واني الاحقها طلع الشرطي مراقبني وانا الضعيفة اقول له ترا هذي مب صاحية اعترف انها مكلمتهم وقال هبلت بنا من كثر ماتدق علينا وتتهم في خلق الله لا عندي تاريخ حافل بالاحداث هنا ههههه ومدري ليه من بين الكل استغفر الله هالاشياء تصير لي الله يحفظنا وبنات المسلمين بكل مكان ويرد الكل سالم غانم لاهله يارب,SURPRISE
100509,مشكورين والله يعطيكم العافية,JOY
100533,وكويس انو الجامعات اهم شي موصى بها الصراحه راجيه خوفتني لازم افضل جامعه و و و,FEAR
100562,اهاااا ايوا انا سألتهم لو يبتعثوا ولالا وحشوووف ردهم فهمت عليك جزاك الله خير مشكور وانا محتاره بين الاعاده في الجامعه واطلع بعثه منهم ولا بعثه البرنامج هيا بعثه الجامعه فتره اللغه سنه ولو ابغى امدد عادي ست شهور  ولا النظام عندهم يختلف,JOY
100563,انا كنت من الناس اللي مابغا اطلع بعثة اول ما اتوظفت كمعيدة في جامعة الملك عبدالعزيز وجلست اماطل يمكن سنين لحد ما صار اغلب الكادر الاكاديمي من زميلاتي بيطلع وانا جالسة هههههههه في الاخير طفشوا مني ووجهولي قرار اش اسباب انك ما بتطلعي افيدينا فحسيتهم يقولولي اطلعي وريحينا هههههههه فطلعت بالغصب والحمدلله مرت سنة الماستر ماشاءالله زي البرق حتى نسيت اني سافرت ودرست الله يوفقك ويكتبلك الخير في اقسام تجبر معيدينها يكملوا الدكتوراة وفي اقسام ما تجبرهم حسب نوع المادة اللي بتتدرس بس في الغالب اسمع انهم يكملوا,SURPRISE
100586,يعطيك العافية اخوي ماقصرت,JOY
100597,يعطيك العافية أخوي ماقصرت,JOY
100662,ان شاء الله بسألهم مشكورين,JOY
100683,اتمنى الا تغفل المطالبه بموضوع التفريق بين التخصصات في بدل الندرة فالجامعات التي صرفت بدل الندرة اعطت بعض التخصصات البدل وبعضها لا ولست ادري تحت اي بند يتم تفسير استحقاق البدل وماهي الجهة المخولة التي تعطي فمثلا جامعة تعطي بدل ندرة لتخصص معين وجامعة اخرى تصرف بدل الندرة في تخصصات لكنها لا تصرفه للهذا التخصص تخبط عجيب في بدل الندرة ومحسوبيه وكل جامعة تفسر الموضوع على كيفها,FEAR
100788,من أعجب المسائل في بلدنا مسألة تفسير المسئولين للوائح والأعجب منه موقف وزارة المالية التي لا توضح اللائحة بشكل لا يدع مجالا للشك,SURPRISE
100795,اصرفوها قبل لا يسحبونها منكم  العساف ما يدري ماشاء الله تبارك الله  الف مبروك الله يهنيكم,JOY
100834,الحمدلله تم صرف الراتبين شكرا لكم والله يبارك فيكم وعقبالكم جميعا,JOY
100840,والله تخبط عجيب الله يعين حنا في الطائف نزلوا ايام مكرمة الملك عبدالله الله يرحمه والآن ممتنعين حسبي الله ونعم الوكيل المالية قتلت فرحة الموظفين المبتعثين بالمكرمة الملكية,FEAR
100851,واذا نزلتي شهر ورجعتي حيجيك هولد ولا مداك تطلعي الطياره,SURPRISE
100895,لان زميلي يدرس دكتوراه والمشرف حاط عليه هولد ليش يأخذ ساعات كوارتر,SURPRISE
