,Text,Emotion
423543,مرحبا بالعرص,ANGER
423548,اخرسوا أنتم ياانجاس بلاش تطاولو علي أسيادكم عاشت مصر بجيشها وشعبها موتوا بغيظكم يأكلاب,ANGER
423578,قولولي المكان الي بتجيبوا منه الكلام ده يامعرصين,ANGER
423590,انتو موقع ابن مرة وسخة,ANGER
423595,مغردو المملكه ولا معرصو المملكه  هناك فرق,ANGER
423611,عزيز مصر هو السنوات العجاف بتيجى الاول ولا اى جريده وسخه صحيح,ANGER
423612,اللهم ان كان المعرصين يريدون بمصر شرا فااهلكهم وان كانوا يريدون بمصر خيرا فااهلكهم برضة عشان إللي عملوه فينا وفمصر مش شويه,ANGER
423663,ياعم ينعل ابوكو جريده وسخه هو ايه االي عزيز مصر حرام عليكو انته عملته الاه وبتعبدوه,ANGER
423690,كل ولاد الوسخه الانجاس اللقطاء أبناء جهاد النكاح ايتام البنا بيقولوا كدا ع الجيش طلع انك تحرس الحدود ياروح امك,ANGER
423720,عزيز مصر وما تشبيهكم الا جهلا منكم فما ذلك العرص الا مواليا لكفار يتبعهم,ANGER
423752,كلهم بيلعنوه العرص ابن العرص,ANGER
423756,الخبر دا بالتغريده مش اقل من واحد كان بيتقال للجد جده ياعرص,ANGER
423762,السعوديه مفيهاش معرصين,ANGER
423765,كسمكم كلكم يا خونة يا ولاد الوسخة ماتنساش تقلع اللباس ياسيسي وتديه لسلمان,ANGER
423776,السيسى العرص كلب اسراءيل اللذى خان رئيسه محمد مرسى وقتل الابرياء,ANGER
423802,جريده معرصه,ANGER
423817,مرحبا بالمعرص,ANGER
423969,اردوغان قاهر المعرصين السيسي نعل نتنياهو,ANGER
423980,لا بوصفه لامثالك بيجيب نتيجة فعالة مع المعرصين ع اهاليهم واسال استشير ولو حابب ادهنهولك انا بس ابقي اشطفها كويس عشان الريحة يا ننوس بتحب تتشم انت عارف اخد ع كدة,ANGER
423988,نسيتم تكتبو اردجان امال فين العرص,ANGER
424019,وعندنا مجلس كمان يصلاة الزين يصلاة الزين طب ورحمة طنط احلام كراويه منا مصدق نفسي م السعاده عانديك ابوكو مجلس وحكومه ولاد مره وسخه خخخخخخخخخختفوووووووو,ANGER
424023,البرلمان دا ابن وسخه جه علي جثث الابرياء علشان كده بيفشخ اللي انتخبوه,ANGER
424062,اللى يحضر الجن وميعرفش يصرفه يعرف ان الجن هيقرفه الالمانى,DISGUST
424068,متشكره لنصيحه,JOY
424156,اللي يحضر الجن وميعرفش يصرفه يعرف ان الجن هيقرفه,DISGUST
424186,يراجل استحي على سنك تعرص وانت في السن ده بقيت ايه للمعرصين الي هم في سن المراهقة,ANGER
424191,كسم اللجان المعرصه,ANGER
424194,اهو دا خروف ومعرص ههههه,ANGER
424219,لابد من ابادة جماعية للاخوان ولاد الوسخة,ANGER
424231,اللهم قوي ايمان ميتين ابوكوا يا ولاد الوسخة,ANGER
424278,يلا ياض يبتاع الجزائر يمعرص ملكش فيه,ANGER
424305,شكرا يا اقرع يا اوزعه المهم لو عملت ايه يا ابن الوسخه علشان تحسن صورتك برده هتفضل العرص,ANGER
424349,العرص كل مايلاقيش حاحه يعملها يجيب فتاه العربيه كسم جو الخمسينات اللي المخابرات عايشه فيه دا,ANGER
424380,شو اعلامى وخلاص طيب الملايين اللى ذى البت دي عملتهم ايه ياحراميه ياولاد الوسخه,ANGER
424468,لا صوت بعلو فوق صوت معركة العرص بلحة مع الارهاب الارهاب المحتمل اللي خلاه بلحة حقيقي,ANGER
424503,العرص المرتد بلحة و خرفان العسكر مرعوبين من الفيسبوك لانه المنغذ الوحيد للتعبير بحرية و باقي المنافذ من صحافة و تليفزيون اذرع اعلامية ماجورة للعرص ة خرفاان عسكر الردة الانجااس,ANGER
424543,النائب والله موت من الضحك اكيد تقصدوا عسكر القصر وان شالله العسكر حا ينشااو ازي يعني وصحبه حي يرزق وليست مصري لكي يسلبوا منه ويستولوا عليه باسم التحفاظات او التاميمات مثلا الم يكفيهم تكميم الأفواه والأنفاس للاعلاميين الاحرار وابقوا المعرصين المخناثين والعهرات لطبل والزمر والتدليس الفيس بوك الان اصبح سرطان بيفرتك فيهم وفي قوزعة الارض بليه صبي ترامب,ANGER
424584,مش عايز امه المصري ده هيبقي معفن ومهنج وغالي كمان وهنضطر نشوف فيها لميس وعمر وموسي وكل المعرصين الايك هيبقي علي اشكلهم,ANGER
424588,نسيتي عبده موته كمان حاجه تقرف,DISGUST
424592,هههههههه بالله عليكم كل المصايب اللى بتحصل بمصر والجرايم اللى ذادت والاغتصاب اللى بقا عادى والمخدرات اللى بقيت زى بيع اللبان والسرقه اللى ف كل مكان وبيع اعضاء الاطفال وخطفهم من امام بيتهم كل يوم والتشرد والتسول والرشوه وغير وغيرو وغيرو كل هذااااا الظواهر اللى موجوده ومن شانكم تغير القاونين وربحين للفيس بوك تسترزقو عليه والله فعلا مجلس شعب ونواب فاشلين وعايزين الحرق بجاز اوسخ من الوسخه العيب مو عليكم العيب ع اللى راكبكم الكرسى يا شوية بلح عليه دبان معفن زيكم,ANGER
424640,والله انتو شعب اهبل تبقوا ترقصوا و تطبلو للعرص كويس اشربو بقا جهله,ANGER
424684,ناس بقر فين الاسعار والاكل ياعرص,ANGER
424689,وبلحه يبقي ادمن ويعمل اد للمعرصين وبلوك للمعارضه,ANGER
424690,مصري مين يمعرص,ANGER
424799,دي فشخت العرص بلحة واخدت براءة غصبا عن عين ابوه وبطيارة حربية امريكية كمان ايه رايك,ANGER
424825,ولما هي خاينة سبتوها لية  وبتاخدوا معونة سنوية وسلاح من امريكا لية القيادة الباسلة بنت الوسخة نايمة علي بطنها لامريكا اللي بتخرب مصر لية  كسم اللي ميكسمش كتير اتفووووووووووووووووووووووووووووووووووووووووووووووووو,ANGER
424847,لاء يا ابن الخروف انت وهو اللي حيشتم ديك امك انت وهو مش متخلف الوسخ والمتخلف اللي يشجع غريب علي بلدة,ANGER
424848,يلا ياشويه زباله ياحثاله يااولاد العرص اتفووووو,ANGER
424850,كسمك انت وبلحه العرص,ANGER
424852,يا خرووووف امة اسلامية واحدة ضد العرص المرتد و اهله و عشيرته من العسكر الانجااس و اولياءهم من اليهود و النصاري,ANGER
424899,العرص افرج عنها بامر من ترامب,ANGER
424904,يلا ياابن المره الوسخه ياعرص اتفووو,ANGER
424910,والعرص ابن المتناكة السيسي واخد علي قفاه,ANGER
424974,بلد معرصه واللي ليه ضهر مينضربش علي بطنه الغلبان هو اللي دايما متهان,ANGER
424991,كسم السيسي العرص مصر ام الدنيا وهتبقي اد امك,ANGER
424992,طبعا بعد ما علمت عليكم وخدة افراج غصب عنكم يا معرصين,ANGER
425030,هههههه اسال المعرص مين ايه حجازي,ANGER
425056,طبعا ترامب قال للدكر بتاعكم طلع ايه حجازي الدكر بتاعكم طاطي وجاب ورا وطلعها وسلملي علي قضاة العرص,ANGER
425078,احنا دوله بنت وسخه فقيرها,ANGER
425082,مش تلاجه العرص دي,ANGER
425119,اهو انت أبوك عز النسوان اللي جاب عيل شبه النسوان زيك كده بتمني وبكل رجولة ادخل اجيبك قدامه لابس فستان ده كبيرك يا بتاع المصروف يا إبن الكلب يا وسخ احمد ابن عزالرجال,ANGER
425209,كل مقدرات البلد لحماية العرص وكلابه طيب مفيش مصانع مستشفيات مدارس جامعات يا عم كبر مخك,ANGER
425276,كويس انك عارف عيب الحكومه المعرصه,ANGER
425280,طب أحنا نعمل أااايه يا جريده يا وسخه انشرو حاجه عدله,ANGER
425300,يا معرصين ساكسونية الأذرع الاعلاميه للمتناكين الخونة القتله سفاحقين ارهابيين,ANGER
425307,مش اليهود دول خيلان العرص وهما اللي مساندينه,ANGER
425323,وهو احنا قطعنا علاقتنا اصلا بقطر بنت الوسخه يا اهبل,ANGER
425341,محمد شرف كسم اللي ما يقولك كووووووسمك يا ابن اللبوه يا عرصجي,ANGER
425365,افضلوا انتوا كده اشتموا ف المعرصين وطفشوهم وبعدين ارجعوا عيطوا وقولوا مفيش معرصين نفشخهم,ANGER
425368,قطر واالخرفان ولاد وسخه كذبين وانت ياعرص شفتهم بيموتوا الناس ياارهابي ياعرص قطر,ANGER
425372,اشرف عطيه وشك للحيط وطيزك ليا كسمك علي كسم قطر علي كسم السيسي العرص علي كسم ابوك الخووووول,ANGER
425377,يلا يا كلاب يا ولاد الرقاصه يا ولاد الششششششششششراميط كسمكم علي كسم عرصكم الاهبل جوز انتصااار,ANGER
425397,هم دول ولاد الوسخه,ANGER
425402,خير اجناد العرص ههههه,ANGER
425426,انجااس الارض اللى بيقتلوا الابرياء العزل يا كدابين يا معرصين حلال فيكم الدواعش يا ولاد العرص,ANGER
425437,كلاب قودين خولات معرصين,ANGER
425448,ولاد وسخه ياابن موز اصغر عسكري بالقوات المسلحه المصري انظف من امك موزه,ANGER
425453,هو انتم عمى مش باشوفوا التعليقات يا لاولاد الوسخة,ANGER
425454,ينعل ابو قطر واسرائيل وتركيا والخرفان بالجزمة الوسخة ده مقامهم,ANGER
425462,امير قطر العرص والاخوان المسيحيين,ANGER
425471,العرص السيسي مرعوب يا اولاد اللبوة يا قتلة يا خونة يا عملاء اليهود,ANGER
425482,حارقين امك يا خروف لاجيء ابن وسخه سافل,ANGER
425483,انت وكل خرفاااااااان بديعه وقردوخان وابن موززززززززززه اوسخ واحقر بني البشر,ANGER
425486,قطر بنت الوسخه حليفه اسرائيل ضد مصر,ANGER
425513,انتوا ولاد وسخه انجاس داهيه تاخدكم,ANGER
425514,مثل عربى قديم يقول عتاب الندل اجتنابه,ANGER
425521,كسمكم يا عاهرات النظام يا ولاد الوسخه,ANGER
425558,عشق وانين انتي معرصة بزيادة,ANGER
425569,متزعلش المتحدث العسكري شالها بسرعة من صفحتة,SADNESS
425577,احترم نفسك يا أوسخ من الوساخة ياتربية أمك ياعرص,ANGER
425582,شيلو علم اسرائيل يا جريدة يا وسخة احسن يخرب السلام الدافئ,ANGER
425636,طب مانقطع العلاقات مع اسرائيل مادام ولاد وسخة كدة ولا اضعف الايمان مانبعتش سامح شكرى لنتينياهو يزوره فبيته ويتعشى معاه,ANGER
425647,اديلو عشان يتوب المعرص بتاع العرص,ANGER
425654,قطر بنت الوسخة,ANGER
425656,اسمهم خير أجناد العرص,ANGER
425661,الفديو حقيقي يا ولاد الوسخة,ANGER
425696,يامعرصين يافشله,ANGER
425711,بعد متابعة التعليقات سؤال يتبادر الى ذهني مين بجد بيأيد العرص ابن العرص السيسي غير اللجان وشوية المرتزقة,ANGER
425712,بص هما حاجتين ولاد المتناكه بتوع لإخوان وزي ما حضرتك قولت ولاد العرص بتوع السيسي انته بقا تبع مين,ANGER
425713,مفيش غيرهم المعرصين,ANGER
425727,اتكلم مع حاوى ومتكلمش مع سيساوى لو فهم البعير سيظل اتباع العرص حمير,ANGER
425730,تصدقوا انتوا التلاتة معرصين,ANGER
425743,عالم وسخة,ANGER
425763,انتو معرصين,ANGER
425774,هههههههههههههه يلا يا صفحه معرصه وسخه,ANGER
425777,يعني مفبركه والمتحدث باسم الجيش عرض صور منها ع صفحته ع اثاث ان دول ارهابين الصراحه انا مش مصدق حكاية فبركة قطر دي لا تكذبه ع الشعب الغلبان ده اسرائيل الوسخه دي مستحيل تكدب ع شعبها عشان كده هنصدق الفديو,ANGER
425785,ايد وسخه عايزه الحرق,ANGER
425786,الفيديو حقيقي يا معرصين,ANGER
425790,جيش العرص اتفضح هاتلمو فضيحتكم ازاي,ANGER
425791,ههههه لبسها للاخوان فضحتكم عالميه ياجريده معرصه,ANGER
425808,قطر بنت الوسخه,ANGER
425814,حط يابنى قطر واسرائيل علشان نخلى الناس تصدق كتكم وكسه جريده وسخه وشعب اوسخ ورئيس نجس,ANGER
425832,دميم بن وسخه,ANGER
425833,قطر بنت وسخه,ANGER
425849,هو مين ولاد الوسخة اللى بيقتل الشعب وبيصفى سينا ولا اللى بينشر اللى بيحصل,ANGER
425851,قحا كان منشور علي الصفحة الرسمية للمتحدث العسكري يا معرصين,ANGER
425875,أوسخ أجناد الأرض,ANGER
425889,خير معرصين الأرض,ANGER
425904,وسخ وكلب زى اللى جابوه,ANGER
425921,طبعا ايد واخده ايد وسخه,ANGER
425928,احااااااا كنا بنصدق قبل منفهمكم يا ولاد المتناكه يا معرصين,ANGER
425943,قطر اسرائيل تركيا الإخوان كلهم اشكال وسخة و حسالة و كلاب امريكا و بريطانيا,ANGER
425950,مفبرك ايه يا ولاد الوسخة يا معرصين يلعن ابوكو ولاد ستين كلب بدل ما تقولو ان اللي حصل غلط ولازم اللي غلط يتحاسب تقولو مفبرك اتفو عليك,ANGER
425955,جيش المعرصين,ANGER
425966,والمتحدث العسكري مسح الصور ليه يا جريدة وسخه يولد الكلب,ANGER
425986,جذمة الجندي المصري البطل انضف واشرف من الاشكال الوسخه دي كلهالان كلهم شوية خولات مش رجاله معروفين للعالم كله هماايه خووووووووولات,ANGER
425992,خير أعراص العرص,ANGER
426000,اول حاجة الكلام دة كدب لو حقيقي كان كل القنوات العربية نشرتو عقنواتها وصفحاتها ثانيا انتو صفحة معرصة ومطبلاتية ثالثا كفاية تطبيل يولاد الوسخة,ANGER
426003,والمثحدث العسكري كمان اللي نشر صورهم دا يطلع اي ياعلام ابن وسخه منكم لله,ANGER
426023,جريده وسخه ومعرصه,ANGER
426024,يا عالم يا معرصه مساء الخير,ANGER
426032,السيسي العرص دمر مصر دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص,ANGER
426033,السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر,ANGER
426034,السيسي العرص دمر مصر السيسي العرص دمر مصر دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر,ANGER
426035,السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر,ANGER
426040,بالا يا ولاد الوسخة الجيش المصري جذمتة فوق دماغكم ورقابكم,ANGER
426041,مفبرك اية ياجريدو وسخة,ANGER
426045,تحيا مصر بشعبها وجيشها وشرطتها ورئيسها السيسى موتوا بغيظكم ياخرفان والجزيره وقطر بنت الوسخه والخول تميم ابن الوسخه وكمان معاهم حمد النطع جوز الوسخه,ANGER
426056,كل الناس عارفة انة فيلم متفبرك فلية الضجة دي علي قناة معروفة بقذارتها هي وقطر بنت الوسخة,ANGER
426077,معرصين ولاد وسخه بجد هههههه ياولاد المره المتناكة المتحدث بتاع الجيش الوصخ بتاعكم نزل الصور ومسحها,ANGER
426083,المؤامره الكونيه وحرب المجرات علي مصر والطرف التالت واللهو الخفي كله علي ماسر اه ياشويه معرصين,ANGER
426088,إكذب ثم إكذب ثم إكذب حتي يطلع لك ديل وقرنين وتنضم لقائمة خير معرصين الأرض,ANGER
426092,قطر بنت الوسخة كذابة كذابة كذابة وتحيا مصر وجيش مصر المنتصر الساحق الماحق للاعداء,ANGER
426107,ياتميم باقول لك اعمل تحليل انت وحمد واسال موزه مين ابوك الحقيقي تاكد انك ابن حرام وده كان بسبب شقاوة ماما اسرائيل ايه واخوان ايه هم دول المعرصين اللي عارفين حقيقتك وكاسرين عينك,ANGER
426123,نسيت تركيا ياعرص,ANGER
426127,تميم ابن الوسخة,ANGER
426129,شوية معرصين مع بعض,ANGER
426138,وحشتونى يامعرصين ياولاد المنيوكه,ANGER
426148,اسأل نفسك أيها المعرص مين اللي وصل البلد للحال ده,ANGER
426156,دا لسه بلحه العرص واخد حلق وسلسلة الحاجة زينب لصندوق تحيا ماسر,ANGER
426180,اعملوا حمله للبحث عن المختفيين قسريا اللى خطفعم السيسى العرص,ANGER
426215,كدبة بيضة يا معرصين,ANGER
426221,كسسسسم العرص ع كسسسسم معررررصينه,ANGER
426238,ههاهاهاهاهاها ضحكات شريره متقطعه يا نظام وسخه افتح القوس بعد تيران وصنافير ايه حجازى ليها اهل ببيسئلو عليها كسمك يامصر,ANGER
426239,ماشي ياعرص,ANGER
426260,السيسي العرص مجرد خدام السيادة والتوصيل ديلفري بطيارة عسكرية يا جيش كامب ديفيد والقضاء الشاخخ,ANGER
426276,عيب احنا اصبحنا اضحوكه بسبب العرص هل يجرؤا العرص يطلب من اى رئيس دوله انه يفرج عن اى مصرى حتى لو مظلوم لا يجرؤا عارف ليه لانه ذليل ورخيص وعديم الكرامه وللاسف رخصنا معاه,ANGER
426286,اذاكان القضاء وسخ هى كمان جاسوسه بنت وسخه وكانت ثورة جواسيس نتفرج عالصوره بالكامل,ANGER
426295,هههههههه هههههههه ياولاد الوسخة انتوا ازاي كده,ANGER
426307,أتصدق انا اتفوجت ياشويه معرصصصصصين,ANGER
426310,المؤامرة الكونية علي مصر لا تنتهي يا جريدة وسخة,ANGER
426335,تعليمات ترامب كانت واضحة أعيدوها وإلا  آية حجازي تصل البيت الأبيض بأمر من ترامب لعرص مصر اثناء زيارة الاخيرة لواشنطن,ANGER
426339,يأاوسخ جريده,ANGER
426344,اه يا ولاد الوسخه,ANGER
426357,هههههههههههه انتو معرصين اوي,ANGER
426360,مش كده برضو يامعرص,ANGER
426366,جريدة معرصة,ANGER
426379,يا معرصييين,ANGER
426381,هو ما فيش غير يوسف شاهين المعرص,ANGER
426391,عمرك شوفت إعلام اوسخ من كده يا بوق النظام يا كلاب اتكسفوا علي دمكوا,ANGER
426402,هههههههههههههههه قضاء لا غبار عليها العرص جاه من أمريكا معاه أفرج أيه حجازي,ANGER
426412,يا اهبل يا ابن الهبله يا عار يا ابن العار ده حتي لو كان كلامك صحيح كانت المفروض ما تخرج بعد زيارة السيسي لامريكة عمرك شفت جرنال اوسخ من كده,ANGER
426427,طيب والله يا ولاد الكلب يا معرصين أيه حجازى طلعت غصب عنكم يا ولاد الكلب يا معرصين إلى معاه ترامب ميخفش وكمان راحت أمريكا ب طياره عسكريه منكم لله يا معرصين,ANGER
426438,ألف مبروك خروجهاأولا ويسلم الباسبور الأمريكى اللى خلى عرصكم المبجل يقلع أكتر وأكتر قضاء مين ياعرص ده الطياره العسكريه كانت منتظراها ع باب السجن ياعرص,ANGER
426439,اخرس يا كلب,ANGER
426449,لا صوت يعلو فوق صوت معركة العرص مع الارهاب الارهاب المحتمل الذي جعله العرص حقيقة,ANGER
426452,يوسف شاهين اخرس كلب واطى السنوتش ده تديه لحد من اهلك هما محتاجينه أكتر بدل مايشحتوه,ANGER
426462,لا خضعت يا ابن الوسخه,ANGER
426469,يا سلام دي طيزكم هي الحمرااا يا ولاد المتناكة يا معرصين بأمارة اية يا صفحة معرصة الكلام الي بتقولو دة مهي خرجت وسفرت والدنيا جميلة وبطلع لسنا كمان عايز اية تاني عشان تصدق ان دة قضاء وسخ ماشي باوامر من امريكا,ANGER
426476,مياه هههههههههههه ياولاد الوسخة,ANGER
426499,يا ولاد العرص حتي دي هتكدبوا فيها العالم كله عارف ان بلحه خد أمر مباشر من المجنون ترامب عشان يخرج البنت عشان معاها الجنسيه الامريكيه,ANGER
426509,يلا ياولاد الوسخه ياجرايد معرصه,ANGER
426540,هما ولاد العرص دول مبررتهم جاهزة لكل حاجة,ANGER
426547,قضاء الشاخخ المعرص,ANGER
426551,اتفو عليكم جرنال وسخ,ANGER
426552,جريده الداخليه الوسخه,ANGER
426563,يا ولاد الوسخة يا معرصين,ANGER
426571,دولة معرصة القضاء والجيش والشرطة اسياد لأمريكا ولرجال الاعمال وباقي الشعب يولع ومالة,ANGER
426597,بس يا معرصين شامخ داه جوز امك,ANGER
426599,كل دة ياعالم ياوسخة علشان تبرروا خروج اية حجازى طب دافعو عن الغلابة اللى معتقلين بدون ذنب,ANGER
426600,رفقا رفقا بالمعرصيين انصار بلحه,ANGER
426604,كذابين يامعرصين,ANGER
426610,أقولك ايه هو اللي أحمر ومتزعلش,SADNESS
426619,وزراة الخارجية الامريكية اعلنت رسميا لن ترامب اخرجها وقابلها واتصورت مع بنت ترامب وسلملي علي العرص والقضاء الشاخخ,ANGER
426655,يا ولاد الوسخه مش انتو الي كتبتو كدا وتقولو الاعلام الغربي,ANGER
426666,شوية اعلامين معرصين,ANGER
426674,سيدك ترامب قلك خرجها تسمع الكلام ياعرص اليهود,ANGER
426677,خط احمر ده عندك امك بس مش فحته تانيه يا شوية معرصين,ANGER
426682,جريدة بنت وسخة يا معرصين بلحة,ANGER
426686,انتوجريدة سيئة و تروج لاكاذيب لتجميل النظام انتو ماتفرقوش عن ال الى بتتكلمو عنها يا شوية معرصين,ANGER
426692,ايوه طب محنا عارفين اهيي انتا فاكرنا معرصين,ANGER
426696,ترامب سيد الرجاله وامريكا ام الدنيا ههههههههههههه واحنا اوسخ ناس,ANGER
426761,كل ما تعرص اكتر تكسب اكتر جته قفه لبحه,ANGER
426779,هههههههههههههههههههههههههههههههههه نياعهعهعهعهعههعهعهعهعهععهعهعععععههه هوهوهوهوهوهوهوهوهوهوه هوهوهوهوه خخخخخخخمخخخخخخخخخخخخخخخخخهههه مناخيرى وحعتنى يا صفحة معرصة,ANGER
426784,بس يامعرصين,ANGER
426786,اوسخ ما انجبت مصر,ANGER
426798,تشويه ايه يا جريدة وسخة ده أنتم اوسخ من الوساخة يا يوم يا ساقع,ANGER
426814,تعرصيكم ارهقنا,ANGER
426902,وانتو مالكو ومال قطر هو العرص اللي قالكو كدا ي ترامب البومب وبعدين مفيش ارهاب غيرك انت والعرص المكحوم السيسي,ANGER
426904,حرقاااااااااااان امك الوسخه لا ينقطع هههههههههههه قول مااااااءءءءءءءءءء يا ابن العرص,ANGER
426905,مافي غيرك بقرون يا اتباع لعرص,ANGER
426907,كلاب العرص ديما بتنهش لحم الغلابة,ANGER
426909,خير معرصين الارض,ANGER
426911,أوسخ مرتزقة الأرض,ANGER
426912,يادى قطر اللى مجنناكم اتحدى أى شخص مهما كان منصبه وموقعه يثبت أو يدين قطر بدليل وإثبات واحد ف حين كل الأدلة بتدين الإمارات بنت الوسخة راعية الارهاب ف الشرق الاوسط ومصدر تمويل الثورات المضادة والانقلابات العسكرية ودحلان وحسابات تمرد تشهد,ANGER
426916,قطر بنت الوسخه وتميم بن موززززززززززه ممول الخرفاااااااان والدواعش وكل العالم يعرف ده كويس يا خرفاااااااان بديعه هههههههههههه,ANGER
426946,قطر بنت الوسخه يا خرفاااااااان بديعه هههههههههههه,ANGER
426983,دلوقتي المعرصين بتوع السيسي وبشار بقو محتارين كانو بيشتمو فيه من يومين لأنه ضرب المطار السوري وانهارده عاوز يعاقب قطر مش عارفين يحبوك ولا يكرهوك,ANGER
427004,قطر بنت الوسخهط,ANGER
427029,انت بتتكلم عن امك علني كدا معرصه رسمي,ANGER
427040,دي فيها خروفين بليه وسخه هههههههههههه,ANGER
427056,استعيذوا بالله من الخبث و الخبائث و وجه العرص المرتد ابو فلاتر,ANGER
427063,لقاء االعرصات,ANGER
427105,بلحه العرص رايح للكفيل بتاعو يشحد منه رز منك لله يابلحه العرص,ANGER
427142,العرص رايح يتفق ع السبوبه الجديده بتاعه الف جندي,ANGER
427181,رايح يجيب رز العرص,ANGER
427214,حكومه وسخه زي رئيسها العرص,ANGER
427220,حمرا يامعرصين بلحه,ANGER
427240,شوية معرصين,ANGER
427248,سلاح ياعرص,ANGER
427249,انتو جريده بتاعت ناس معرصين,ANGER
427258,سلاح هم صهاينه وانت يهودي ياعرص,ANGER
427263,إلى متى ستكذبون ياولاد الوسخة,ANGER
427351,ما احنا ف زمن العرص ياما هنشوف بلاوي سوده,ANGER
427394,راجل ابن وسخه واطى وخاين خاااااااااين للعيش والملح والعشره خاين للامانه زى خونه كتير منه لله وهيا تستاهل وهبة عمرها للى ميستاهلش,ANGER
427398,ﻷ مش لحم رخيص لكن رجال اندال وديوثيين,ANGER
427419,دمكو اظرف من الزرافه حاجه تقرف,DISGUST
427460,أوسخ بشريه الشرطه المصرية,ANGER
427477,هوا اى حد بيعارض يبقا خروف طب إلى بيعرص اكيد بيكون حماار سهل أكيد يركبه,ANGER
427489,الوسخه والعاهره امك وانت تربيتها الوسخه ياحككاك البنات يارمه,ANGER
427504,و دي من نتائج زيارة العرص للألمانيا و انجيلا ميركل,ANGER
427600,خارجين مين يا معرصين,ANGER
427624,مرسيديس يا ولاد الوسخه و عمالين تشحتو و احنا فقرا اوى لا ده احنا مفشوخين من السرقه و الوساخه اوى,ANGER
427682,ليه هو القضاء اللى افرج عنهم ولا اوامر سيدكو ترامب للعرص بتاعكم,ANGER
427720,متنساش ان العرص طلعها دي وخدة براءة بالامر,ANGER
427733,وطيب وبالنسبة للي منيم أمريكا من المغرب و أحبط المؤامرة سبها لامريكا ليه والقضاء المعرص إزاي حكم ببراءتها وخللي بالك ده مش عفو رئاسي ده تبرئة من التهم ياريت تشغل مخك شويه وترد,ANGER
427736,هو انت بتعرص,ANGER
427747,كسمك يامعرص هو مين اللي بقره ياشرموط ياشامخ,ANGER
427757,طب والعرص بتاعك يابقره برأس كلب طلعها ليه اما هي مدربه وخاينه وعميله عرفت مين اللي بقره ياعرص,ANGER
427766,شوف العرص بتاعكم ما هو اللى خد الأوامر ونفذ الكلب المطيع لترامب,ANGER
427781,تعسا لفرج انجبك بلد وسخه بيك يا نجس,ANGER
427796,اه يا بلد بنت وسخه حاكمك شوية بلح,ANGER
427846,السيسي المعرص لا يمثل المصريين وارحوا منك يا أيها الأخ الكريم ان تستطيع ان تفرق بين المصريين الشرفاء وهذا الندل واتباعه,ANGER
427857,اللى بيشم القضاء القضاء بيحكم بالورق اللى بيوصله اشتم ف ثورتك الوسخه ي وسخ,ANGER
427860,و ع فكره محبوسه سنين ع ذمه قضيه يعنى لو كان اتحكم عليها كانت زمانها طلعت يهبل امريكا مبيخفش منها غير معرصينها زى الخرفان و البرادعى,ANGER
427883,ياااا خوااااف قصدى ياااا عرص,ANGER
427889,دوله معرصه بنت ستين كلب بامر من سيده تطلع بصرف النظر هي كانت محبوسه ليه اساسا طيب والباقي ليه رب اسمه الكريم,ANGER
427890,مصر مش معرصه المعرص هو اللي زيك المعرص هو اللس بيعيط لي اللي بتحبس وزعلان من اللي بيخرج,ANGER
427900,ههههههه اوطان مين يا نجم دى عميله بنت وسخه,ANGER
427941,تسال امك يامعرص,ANGER
427942,الكلام العبيط والوطنيه والوطن والعبط انا كاانسان البلد اللى يحترمنى ولا يهنى هو وطنى كله ارض ربنا سبحانه وتعال سيبكوا من الكلام الاهبل ده,SADNESS
427966,ههههههههههه شكلها معرصه ذى السيسى يلا غنو ليها ياكلاب,ANGER
427994,تصدق أنكم شويه معرصين وبهايم عشان هى دى الكلبه اللى كنتم يتدافعوا عنها والوقتى طالعين بترامب السما والله ما عندكم اى مبدأ كلكم كلاب,ANGER
428016,عميله وخرجتوها تهههههه معرص غبي,ANGER
428029,عن ابن العرص اتحدث,ANGER
428117,السيسى العرص يخضع لترامب قضاء مصر فاشخ معندناش معتقلين ولاعزاء لحمير السيسى,ANGER
428130,ما انت البعيد وسخ وبتتناك فميمنعش انك تودي امك تكمل منيكتك,ANGER
428196,اعملى معروف أوعى تقولى لترامب إن بلحه معفن ومعرص,ANGER
428205,عرفتوا العرص راح امريكا ليه يقدم الولاء والطاعة,ANGER
